blind_id,receipt,source_file,drive_file_id,card_type,evidence_linked,f676_surface_sha256,patched_surface_sha256,legacy_usefulness,legacy_evidence_traceability,legacy_explanation_specificity,legacy_actionability,legacy_safety_calibration,legacy_concision_scannability,legacy_composite,f676_proxy_usefulness,f676_proxy_evidence_traceability,f676_proxy_explanation_specificity,f676_proxy_actionability,f676_proxy_safety_calibration,f676_proxy_concision_scannability,f676_proxy_composite,patched_proxy_usefulness,patched_proxy_evidence_traceability,patched_proxy_explanation_specificity,patched_proxy_actionability,patched_proxy_safety_calibration,patched_proxy_concision_scannability,patched_proxy_composite,legacy_low_score_rationales,f676_score_basis,patched_score_basis,f676_paired_delta,patched_paired_delta
H066,normal,engine_card_006.json,1lbKLcRoPh3rCfkAryGP6M8CUtWGmwTL_,engine_card,False,20ea82773b0f1dd3f800d2dcd2324fb61d9b8637ac0b6f57224be7c10c0e50ef,425c4803bdb2647914e74203e60433073aa7901d884c67a17488c3a798a6d1a4,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H067,normal,engine_card_034.json,10VzqJjgYmA1YKJEtcjlrvg2omhgk8U4n,engine_card,False,29f070afb9dc316149da65b77d31f839a14dad1c9a2f89b12f7d777dac62de67,9e1c77054e884ca09e35b47e91bb6b393ab451f4878e642fb5349058a6e50ddf,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H068,natural,engine_card_020.json,1CGbc50ZZO7G1ghqFXbdWyBYqxr2f9kl0,engine_card,False,8d66b0bae654755b461670fdfced1df4f3cb69317cdcb9080a1c8587f06dd30c,657d355880c961760c391cfd172ee40b8e97caafa168a185cf4859dd3ccc01fd,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H069,normal,engine_card_057.json,1_TAXi1Dcqj5v3Z_0VJXCiXfwHmIIx-7P,engine_card,False,7669128971fe25c34cd608820412715c8736dc60bca1bc285d4d6926797b5571,c4a8604a5dc299f3767df6ef6ab8965ef04b0f78e87895a29fbbd18f98a8df5f,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H070,natural,confirmed_event_001.json,1BgT2gp4Xgx8RK-Ni21WgCbhOC-KhpTr_,confirmed_event,False,4a7f316e36b6bd08d5b1242eaa3a9c1d94c97bfad568f8500f9be79362305299,6adce48a2401f735d575da726ed4e5eb046df857525a427bc0398785446b25aa,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H071,normal,confirmed_event_011.json,1lv_kQzSnpNRwKU32p0R3FTsY-3wsIuvL,confirmed_event,False,840efb3365c25601ab8e38be080dc990da4fb1018a43c760fee6d5e7e81322fa,45dad5086e33de7658ab087da1b7e83585c6b98844e0d994f8d4e3ab8a822153,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H072,natural,confirmed_event_016.json,1xTPVxxMNB7GcBfAYgrd8XoWSlJLktMNQ,confirmed_event,False,741c919fd689830626045320816ab2d16727e2975bc08831db44673989eabd6b,3c6bc47498fe4e90a19669f81bbe27c7dbe96ad354935674231734f8b00f5a93,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H073,natural,engine_card_029.json,1PubH8BZVXzVGhwx8TUXN8XrRQuSszVF-,engine_card,False,c773d48fa3662e4e199c691d892a69d9df44c37e47457c43234334a4f897c3c4,49c0a4bf381a5b3072f11010eb881604760809a181835b71441cb8262847a2cb,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H074,natural,confirmed_event_003.json,1mv62iqaA9eGQGlDP2qywUDA4TS9Dr2pv,confirmed_event,False,bb9de62d40df6aadbf9645fc6ff0e8f0ba0aaef495c5c9c3e64ceb11d8faf2dd,6d8aac43eeea503db3f85e0ee40921075c13607195844420f87713c6be48639c,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H075,normal,engine_card_010.json,1vvgih2kyarm-mT0oKFvJe85lx49cjbHJ,engine_card,False,a253d2f3ee12c234fb5f415bb0cc53c2483a3cce2d52b63681d66edd6cf19aa6,21c427491881cf402c7eea92d9e2f557170b959cf9a0a98e4bee91143c905ef8,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H076,normal,engine_card_048.json,1-NXxPggMAyJrEq0ibAlfFi0oggr-VfQp,engine_card,False,5d824515ffb097ff051137ac006238758274d1e5470dedbbdec6b70ee28f31f2,f2934464dc2b95888768c4aa8da69748d3046eeb4cb32227d3ee1831d4201f64,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H077,normal,engine_card_046.json,1SMwVfGoWznCUFILnpV_hoXdKqsHk98JO,engine_card,False,d6b9624bbab5993096db0f1e291351b51f7e0390200b7a2fb8535aec036439ef,ca101b392d22e63331d7f502589843a0bc80ac68c0a2082d15a303616e5b5a6c,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H078,normal,engine_card_019.json,1OnJ6U2WHzP0odWf-l9Tpsx977SNrmJKg,engine_card,False,e836cef403ffb5c7952dc1f1d84b6a639abe18084b58806f51b2d7c4e8aca689,35cfedd7c70d42d2581cf55dfba0794d468aa13b7a2532bea46d5676153d15f7,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H079,normal,engine_card_031.json,1YcnDPcE39j57eezlFfD77eTUxO0HEoUP,engine_card,False,bc79387e03d07eed914b745eedaeecc40e42a4fda923c37253b613d0b72d269a,00f4fada6f9d34e38e859a801ebd86165def3d8eb191813fccf644aea27efb75,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H080,normal,engine_card_053.json,1usyEqzWTOYeNQLr8N9E7UG8bDcv3IHy6,engine_card,False,1b7831ef0e882c24068580deb76c9430438106d791d87f43be65568333944409,5ea1d198db720353d6002cdddb535353a53ace0fb328f10126340f9448145d9d,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H081,normal,engine_card_028.json,1QKsNY4KVnlH7hNMkzsBaptdNFRmyCg22,engine_card,False,304141f258de07d09e889b22536e59698726eac8e2526e071e1c029dba0eeb8b,718bfcf908480a79f6a2b9ddfa7ff46388d1f464bc1a874a0775552cf1b20c34,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H082,natural,engine_card_025.json,1iOSfoxC6D3JjFy2jn-QAW2eXi5fYLA4c,engine_card,False,be014009fe06f81ba6301909fdbe47977109432d65434a89e39fa1d63efacace,1f42e90136fe5c36096dfe662c5c6e2e9159568f7e8af33ac6dc14dafe1f9a2a,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H083,normal,engine_card_015.json,1C0MojDOucEdtlmUxU2oMdP9OnPB1tBSh,engine_card,False,e8482155196d27371a0cbe8127ccdd7256be4379fec9e5670f3e52d19c433335,0c81eeeaf032af9a5b78b98be885e8b2bd099b1792b1c7d53eb7844694cced5b,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H084,normal,engine_card_038.json,1gAC8ilt93kJEM-BZuthiORONW7MnIRtA,engine_card,False,f1191a475dbad856a62f37726ba300d59ae0a0b874a3c83957f9ffb3901aea66,a0d68a780cd1e316f5b330a8c63884057df449eb0ab802d9324aa870bc3aa4f9,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H085,natural,engine_card_019.json,1d7U3n-Isus02ycCiyboxFIERwFg50zG4,engine_card,False,119a306665a5e919e7543d3b64e1c22d8093a026c7dbf7706f69a266b754ac9d,4b76538205011f7aa5ac8da0b02df9a0e617430eb953dd7f510b4b76b9b10ae6,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H086,natural,engine_card_054.json,19cqixn-V-if8hf0UmyVfEDmfUCTko-O6,engine_card,False,7516ef09a629a34945fee0193a6a4e64a0a9489604edb161cb2084b02e353162,bf069501192c013525cc51a9cfb064f27d496b5d90b55699a743eef8c9c10aae,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H087,normal,engine_card_059.json,1vaeugirHPZSOOGm3XQtCEmeNzm57YIky,engine_card,False,35dcf7df7609da1b0ac166a48dcf000a25e8270870a6c2084c9ecbded1b619aa,24b44adad02ddd2ae3bc56bae4d7f544a206ef293f2426fb70370f9c0e28985e,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H088,normal,engine_card_060.json,1ma36jZNi-QWROM2rFo0jSyNB_m6zKHje,engine_card,False,28885dc56d1b52221589c7406c7273248c56d6670206322466ceb3d348d3da03,f31914faf4f0ce8e5607b5ee453608f61bb3f154d45586cdbf0cd4a7b5819907,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H089,natural,engine_card_002.json,1BJu2kYJDJLXrmAznvPUHS5SH294Kq-8_,engine_card,False,bcd1f70524c79ca3e7eec5875cc95b8a5f6e8583fb640be11ed45fea624e17dc,8324c660c7c4059a03c583599111efddb00733902fbd99f21c03e106c4ff0750,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H090,natural,confirmed_event_011.json,1LAK6k9DWy9WWAgTO3HK2EmR9ibSjBaEJ,confirmed_event,True,5bce7ab0f3f27013f5377a90bb15fa5719d7b57e3f3ba0532ecebab1f7f1a4f7,8fa5180d3dd97f885f1abefdb99bce8193a2b25a98d12ab00421c7d52cf9a24d,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.45,1.8
H091,normal,engine_card_003.json,1NvsxhA_KhcmFmbmw1WS2wcdwCpJMgTv4,engine_card,False,3d320b07e8c1eaee5e09e937a406d4915e144e3dc7c49d3951cbdfb6fbbcef79,ce04188afbfc60635e4795f3c82ec09cfa6a878f9d78cfb264f7552dab8d1a2a,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H092,natural,engine_card_021.json,1LNKUrF87FhCdq4ivK5WbgZIxA_tmMVxJ,engine_card,False,19968bf1bdb165b5e787c949e806c6019851bfbf83d52e1e5dbb3edb9f58746d,09b4205fb0314dfbfc26503224241df7efbeed91f7ebfd1a6909d264d296ead3,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H093,normal,engine_card_022.json,1Sc3PfupPrG-XJ1LuVcQYn5i-XOPHUkkj,engine_card,False,4f566e28d6895ddfdeb5e97738ca2dd117ceb4fa9914cb35cd454dd78188d8b5,a085c9f316424d2cd134ee7ac449174497c01aba9ba0ccf5c74f6a15ab2a9d6b,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H094,normal,engine_card_021.json,1MXvMCqBWr2_UAiyEHcspkpZKa0v9gfLe,engine_card,False,fd3f347a32e4c7c69594c112fa33f2f4a9fb22f82da00c3e7c7c0c510393646b,89e90d351c832284057929c311ac8fd06903e79cfe8908612baa17184df17635,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H095,natural,confirmed_event_017.json,1xbKrqHeYWObmeNFB67Avc-GahwQDSpaf,confirmed_event,True,8c9719ecfcbda4e42910c66d4c2d96d8f4c087d5fa3c119266d5d681c89f9da0,412f57ea2617556986a3ca4908f59a6e4193cb086e86fc0e220a4834bdb7b508,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.45,1.8
H096,natural,engine_card_047.json,1mS8Xz1ck5yGhQb4g5-DlYS1LOPox24kJ,engine_card,False,876745a51c264857f99c50848bd7a10ab9c276e1bddb7a0699d6d2e9be3df370,20cc116d868cd9a4b893e3dcca70562ff6e0f8143b988e06f43ee79c4723f653,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H097,normal,confirmed_event_004.json,1hnMlF5AO83Eb6wm6Kt-LwUkkXTGYofFH,confirmed_event,True,43af92088e96af3d655e1988fbbd74cda1ab534826a0071d7f12409f0def42ea,27e1ec8033b19172930f50141850602eba409045f060af2a029e63b649d7c5af,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.45,1.8
H098,normal,confirmed_event_007.json,1ccqIc7uikz5_cfZB1GTEgngVl85oPWJQ,confirmed_event,True,cff6f38c61452a673a74523233db348e91c312c708f6fb215fc79915191d6b55,42d4b35350ae48068820dcf7fa8c09994e0a3a5f78e926d8d788eda919003b5e,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.45,1.8
